"osm_id","name","lat","lon","category","type","accessible"
4160136291,"Marimekko",60.1680555,24.9458564,"shopping","clothes","unknown"
301702260,"Leppäsuon huoltokorjaamo",60.169382,24.9244709,"shopping","car_shop","limited"
302644176,"Navy Jerry's",60.1696614,24.9261129,"food","pub","unknown"
307530731,"",60.1686362,24.9291127,"money_post","atm","yes"
307530732,"",60.1684816,24.9298578,"money_post","atm","unknown"
359596843,"Lapinrinne",60.1663422,24.9270744,"public_transfer","bus_stop","unknown"
359597392,"Lapinrinne",60.16622,24.9266894,"public_transfer","bus_stop","unknown"
404496204,"",60.1680856,24.9294868,"public_transfer","bus_stop","unknown"
404496209,"",60.1682322,24.9296493,"public_transfer","bus_stop","unknown"
-25826452,"",60.1695912696662,24.9283319331886,"public_transfer","parking","unknown"
-14797170,"Ressun peruskoulu",60.1667403,24.9247503,"education","school","unknown"
3055467971,"Päiväkoti Gan Jeladim",60.1671659,24.9286007,"education","kindergarten","unknown"
1526055834,"Arcus tendit Apollo by Emil Cedercreutz (1917, installed 2001)",60.1664866,24.9294681,"tourism","artwork","unknown"
2826113970,"Helkan Keittiö",60.1698223,24.9272796,"food","restaurant","unknown"
301061755,"Pohjola",60.1715021,24.9246178,"misc","insurance","unknown"
3055464845,"Helsingin Juutalainen Yhteiskoulu",60.1672273,24.9284291,"education","school","unknown"
3722487935,"Club Capital",60.1670049,24.9335378,"food","bar","unknown"
4097826559,"Kamppi, laituri 41",60.16914,24.9325006,"public_transfer","bus_stop","unknown"
4097826575,"Kamppi, laituri 57",60.1686775,24.9311093,"public_transfer","bus_stop","unknown"
319517614,"Mango",60.1692113,24.9338468,"shopping","clothes","unknown"
4123221289,"100 Dogs",60.1665532,24.9308975,"food","bar","unknown"
4161646402,"Pii Poo",60.166239,24.930372,"shopping","toys","unknown"
300017567,"Kauppakorkeakoulut",60.1708089,24.9250634,"public_transfer","bus_stop","unknown"
404475753,"ABC",60.1703154,24.9214359,"public_transfer","fuel","unknown"
-17185496,"Etu-Töölön lukio",60.1712073169687,24.9222384063374,"education","school","unknown"
2405357266,"The Exhibitionists",60.1748657,24.9257921,"food","cafe","unknown"
-15920014,"",60.17072555,24.92217785,"leisure","playground","unknown"
-15920017,"Aalto Arkadia",60.1708488902798,24.9233075974693,"education","university","unknown"
-23856740,"",60.1669403,24.9220162,"health","hospital","yes"
-24404172,"",60.1761518938346,24.9251900900517,"leisure","playground","unknown"
-27480035,"",60.1693880983745,24.9241785893982,"public_transfer","parking","unknown"
-14623468,"",60.1661053,24.9236149,"public_transfer","parking","unknown"
2967995047,"Animagi HauMau",60.1701082,24.923185,"health","veterinary","unknown"
-338735017,"Taivallahden venekerho",60.1765368,24.9125037,"public_transfer","boatyard","unknown"
769190690,"Taivallahti",60.176391,24.9099069,"public_transfer","ferry_terminal","unknown"
-362464571,"",60.175283,24.9174473,"leisure","playground","unknown"
-103203252,"",60.1718254,24.9164553,"sport","pitch","unknown"
4064652021,"",60.1728834,24.9060066,"food","drinking_water","unknown"
4065463521,"K-Supermarket Kasarmi",60.176753,24.9162261,"shopping","supermarket","yes"
307465175,"Alko",60.1703221,24.9389201,"shopping","alcohol","yes"
2916171916,"K-Supermarket Postitalo",60.1711808,24.9388411,"shopping","supermarket","yes"
2116538313,"",60.1707129,24.9412167,"tourism","artwork","unknown"
2116538315,"",60.170714,24.9412582,"tourism","artwork","unknown"
2116538316,"",60.1707276,24.9417552,"tourism","artwork","unknown"
2116538318,"",60.1707291,24.9417967,"tourism","artwork","unknown"
2917442967,"Aachan",60.1731983,24.9392295,"food","cafe","unknown"
2917442968,"Crazy hedgehog tea house",60.1733342,24.9390473,"food","cafe","unknown"
2917442969,"Eatos",60.1742856,24.9389397,"food","restaurant","unknown"
2917442970,"Nom Helsinki",60.1740426,24.9389728,"food","restaurant","unknown"
2917442971,"Woolshed",60.1734495,24.9390308,"food","restaurant","unknown"
2917442972,"Yufu",60.1732354,24.9390473,"food","restaurant","yes"
-358181115,"Mbar",60.170371,24.9362548,"food","bar","unknown"
3660030740,"Meeting Park CAMPUS",60.1686884,24.9377998,"misc","company","yes"
4142570489,"g-lounge",60.1690106,24.9366378,"food","restaurant","yes"
1369465641,"Nordea",60.1697399,24.9392496,"money_post","bank","unknown"
4177398090,"",60.1665458,24.9419096,"shopping","books","unknown"
-308779871,"",60.173691,24.9611855,"misc","toilets","unknown"
4141031989,"Pay it again, Sam",60.1716279,24.9588959,"shopping","clothes","unknown"
4141041189,"Tuuliatuu",60.1713261,24.9569115,"shopping","clothes","unknown"
-220463870,"",60.1666205,24.9616837,"public_transfer","parking","unknown"
300017571,"Kauppakorkeakoulut",60.1720377,24.9238528,"public_transfer","bus_stop","unknown"
356426273,"Sammonkatu",60.1734213,24.9226589,"public_transfer","tram_stop","unknown"
356426922,"Sammonkatu",60.1728398,24.922932,"public_transfer","tram_stop","unknown"
-27423491,"",60.1733511914401,24.9240974450431,"public_transfer","parking","unknown"
2328043096,"Salmiakkikioski",60.1761915,24.9224745,"shopping","confectionery","unknown"
-124297669,"Aalto-yliopiston kauppakorkeakoulu",60.1718784,24.9225734,"education","university","unknown"
-95679233,"",60.1768767,24.9239214,"public_transfer","parking","unknown"
-95670622,"",60.1772157,24.9238905,"public_transfer","parking","unknown"
-122872046,"Kaisaniemen ala-aste",60.173304,24.9481417,"education","school","unknown"
2561386270,"",60.177902,24.9496012,"misc","toilets","yes"
2561386266,"Coffee Bar",60.1778761,24.9496062,"food","cafe","unknown"
-32794524,"",60.173144,24.9499587,"public_transfer","parking","unknown"
2757819180,"Sen Chay",60.1777288,24.9507731,"food","restaurant","unknown"
3646572401,"WHS Teatteri Union",60.1757133,24.9511817,"leisure","theatre","unknown"
3828768158,"Sarastus",60.1715755,24.9510406,"tourism","memorial","unknown"
-34918460,"",60.1756238,24.9541501,"education","university","unknown"
3681883933,"Hima Organic Café",60.1763801,24.9531577,"food","cafe","unknown"
3688552937,"",60.1721139,24.9522529,"food","restaurant","unknown"
4064652020,"",60.1714607,24.9551138,"food","drinking_water","unknown"
-403347999,"",60.1703762,24.9525652,"misc","place_of_worship","unknown"
-371930872,"",60.1703683,24.9522347,"misc","place_of_worship","unknown"
4195217815,"Cafe Fri",60.1676141,24.9541615,"food","cafe","unknown"
-419479428,"Helsingin tuomiokirkko",60.1703769,24.9522186,"misc","place_of_worship","no"
-27423526,"",60.1734628220868,24.9263623495344,"leisure","playground","unknown"
-191552759,"",60.1759145,24.92561,"education","school","unknown"
-36583932,"",60.1742687,24.9268009,"public_transfer","parking","unknown"
2636985881,"Georg Malmstén",60.1713378,24.9275363,"tourism","memorial","unknown"
2527957838,"SL",60.1764487,24.9271835,"shopping","hairdresser","unknown"
1386457747,"Salon Ocean Beauty",60.175232,24.9273082,"shopping","beauty","unknown"
1385895249,"Petris Chocolate Room",60.1750325,24.9268063,"shopping","confectionery","unknown"
389486414,"Risto Rytin patsas",60.1776103,24.9288876,"tourism","artwork","unknown"
-124697240,"Hakasalmen huvila",60.1746459,24.9341436,"education","museum","unknown"
301063083,"Töölön Service",60.1735294,24.9189046,"food","fast_food","unknown"
-23192754,"Aalto Chydenia",60.1736374,24.9217803,"education","university","unknown"
-15216875,"",60.1732264,24.9068779,"public_transfer","parking","unknown"
-15216881,"",60.172676833369,24.9095240490012,"misc","place_of_worship","unknown"
-15216871,"",60.1724514427087,24.902314107158,"public_transfer","parking","unknown"
-15216872,"",60.172173,24.9035941,"public_transfer","parking","unknown"
-27423246,"",60.1744055847893,24.9163548403412,"leisure","playground","unknown"
-23749916,"",60.173033,24.9056593,"sport","pitch","unknown"
-238709627,"",60.1714624,24.9239649,"food","cafe","unknown"
2485369114,"Urho Kaleva Kekkonen",60.1724467,24.9098533,"tourism","memorial","unknown"
2087893437,"Kiinteistömaailma",60.172741,24.920069,"misc","estate_agent","unknown"
1854592531,"Bunkkeri",60.1555847,24.9208211,"public_transfer","tram_stop","unknown"
1854592532,"Bunkkeri",60.1557658,24.9211806,"public_transfer","tram_stop","unknown"
-416108187,"",60.155004,24.9209269,"public_transfer","parking","unknown"
-416108186,"",60.156083,24.9219203,"public_transfer","parking","unknown"
-137837046,"Verkkokauppa.com Outdoor Parking",60.1548044,24.9180178,"public_transfer","parking","unknown"
-29724879,"Länsiterminaali 2h",60.1556315,24.9215946,"public_transfer","parking","unknown"
346679868,"Liisanpuistikko",60.1741983,24.9607039,"public_transfer","bus_stop","unknown"
355150781,"K-Market Liisankatu",60.1742073,24.9540393,"shopping","convenience","yes"
-22272319,"Sibelius-lukio",60.1745551986052,24.9563485732808,"education","school","unknown"
-17361645,"",60.175532,24.9524815,"education","university","unknown"
